player 1,player 2,time,board,score ratio,winner
greedy_player,team12_A1,0.5,"random-3x3.txt
",0.371,greedy_player
team12_A1,greedy_player,0.5,"random-3x3.txt
",0.789,team12_A1
greedy_player,team12_A1,0.5,"random-3x3.txt
",0.75,team12_A1
team12_A1,greedy_player,1,"random-3x3.txt
",0.771,team12_A1
greedy_player,team12_A1,1,"random-3x3.txt
",0.6859999999999999,team12_A1
team12_A1,greedy_player,1,"random-3x3.txt
",0.806,team12_A1
greedy_player,team12_A1,1,"random-3x3.txt
",0.6839999999999999,team12_A1
team12_A1,greedy_player,1,"random-3x3.txt
",0.378,greedy_player
greedy_player,team12_A1,1,"random-3x3.txt
",0.8160000000000001,team12_A1
team12_A1,greedy_player,5,"random-3x3.txt
",0.444,greedy_player
greedy_player,team12_A1,5,"random-3x3.txt
",0.361,greedy_player
team12_A1,greedy_player,5,"random-3x3.txt
",0.436,greedy_player
greedy_player,team12_A1,5,"random-3x3.txt
",0.775,team12_A1
team12_A1,greedy_player,5,"random-3x3.txt
",0.73,team12_A1
greedy_player,team12_A1,5,"random-3x3.txt
",0.692,team12_A1
team12_A1,random_player,0.1,"random-3x4.txt
",0.846,team12_A1
random_player,team12_A1,0.1,"random-3x4.txt
",0.865,team12_A1
team12_A1,random_player,0.1,"random-3x4.txt
",0.889,team12_A1
random_player,team12_A1,0.1,"random-3x4.txt
",0.889,team12_A1
team12_A1,random_player,0.1,"random-3x4.txt
",0.768,team12_A1
random_player,team12_A1,0.1,"random-3x4.txt
",0.865,team12_A1
team12_A1,random_player,0.5,"random-3x4.txt
",0.646,team12_A1
random_player,team12_A1,0.5,"random-3x4.txt
",0.6859999999999999,team12_A1
team12_A1,random_player,0.5,"random-3x4.txt
",0.746,team12_A1
random_player,team12_A1,0.5,"random-3x4.txt
",0.727,team12_A1
team12_A1,random_player,0.5,"random-3x4.txt
",0.706,team12_A1
random_player,team12_A1,0.5,"random-3x4.txt
",0.661,team12_A1
team12_A1,random_player,1,"random-3x4.txt
",0.87,team12_A1
random_player,team12_A1,1,"random-3x4.txt
",0.86,team12_A1
team12_A1,random_player,1,"random-3x4.txt
",0.868,team12_A1
random_player,team12_A1,1,"random-3x4.txt
",0.855,team12_A1
team12_A1,random_player,1,"random-3x4.txt
",0.86,team12_A1
random_player,team12_A1,1,"random-3x4.txt
",0.768,team12_A1
team12_A1,random_player,5,"random-3x4.txt
",0.714,team12_A1
random_player,team12_A1,5,"random-3x4.txt
",0.839,team12_A1
team12_A1,random_player,5,"random-3x4.txt
",0.902,team12_A1
random_player,team12_A1,5,"random-3x4.txt
",0.893,team12_A1
team12_A1,random_player,5,"random-3x4.txt
",0.904,team12_A1
random_player,team12_A1,5,"random-3x4.txt
",0.877,team12_A1
team12_A1,greedy_player,0.1,"random-3x4.txt
",0.667,team12_A1
greedy_player,team12_A1,0.1,"random-3x4.txt
",0.7170000000000001,team12_A1
team12_A1,greedy_player,0.1,"random-3x4.txt
",0.367,greedy_player
greedy_player,team12_A1,0.1,"random-3x4.txt
",0.784,team12_A1
team12_A1,greedy_player,0.1,"random-3x4.txt
",0.776,team12_A1
greedy_player,team12_A1,0.1,"random-3x4.txt
",0.565,team12_A1
team12_A1,greedy_player,0.5,"random-3x4.txt
",0.52,team12_A1
greedy_player,team12_A1,0.5,"random-3x4.txt
",0.604,team12_A1
team12_A1,greedy_player,0.5,"random-3x4.txt
",0.521,team12_A1
